binary,multiclass,translate_german
Not Hope,Sarcasm,"Und die Fähigkeit, Nylon zu verdauen, ist nicht eine neue Funktion?? Sie scheinen eine andere Vorstellung von 'neue Funktion', dass was mit der Realität passt."
Not Hope,Sarcasm,"Ich dachte, Gott verbietet ihnen, Tote Kühe zu essen, oder war es Geflügel? emoticonXRolleyes"
Not Hope,Sarcasm,"oh wirklich? dann warum gehen wir nicht nackt und leben in einem Wald oder Dschungel? ................ ich wollte nicht sagen, dass ich sage, wir sind anders, aber dieselben."
Not Hope,Sarcasm,"WW, sprechen Sie mit sich selbst? Wenn nicht, dann lernen Sie bitte, wie Sie Aussagen der Person zuzuordnen, die sie gemacht hat."
Not Hope,Sarcasm,"Also unterstützen Sie die Erlaubnis, einem 10 y/o, ein Uzi zu kaufen und es in ein Bundesgerichtshaus oder eine Schule zu tragen, solange er nicht ein Verbrechen begeht? Wow. Und Ihre Logik über die Abnahme von Verbrechern aus der Straße und dann keine Gun-Kontroll-Bedenken wäre perfekt ... wenn wir eine begrenzte Anzahl von Verbrechern hatten. Wir nicht. Neue Mörder und Ehefrauen und Autokläger und Drogenhändler und Bankräuber und Kindervergewaltiger werden jeden Tag geboren."
Not Hope,Sarcasm,"so Ihr widerlegte Wissenschaftler arbeiten? einige der brillantesten Geister in unserem Jahrhundert Ihr widerlegt das? wow! vielleicht haben Sie nicht richtig aussehen. es gibt bewährte Informationen über ein Multiversum und ein endliches Universum. es gibt Karten eines möglichen endlichen Universums, in dem wir leben. und auch wenn Sie etwas in das Internet eintippen, kommt es auf, was Sie suchen nicht zusätzliche Informationen wie das Multiversum. Ich sage Ihnen, es gibt ein endliches Universum da draußen und wir können sogar in einem leben. Sie sollten nicht deaktivieren, dass wir nicht!"
Hope,Sarcasm,"Wenn unsere erstwhlle Verbündeten nur anfangen würden, die Welt so zu sehen, wie sie wirklich ist, mit unvorstellbarem Bösen, da die Nazis fast ganz Europa überwältigt haben, wäre ich ein glücklicher Mann."
Hope,Sarcasm,"wenn 2020 ein Nase war, dann wäre es mein"
Hope,Sarcasm,"Sie und Omegawatsit sind die wir? oder sind Sie die gleiche Person? was auch immer, ich bin froh für Sie. Halten Sie das Studium und Sie könnten die verwirrenden Höhen der Mitte der dreißiger bis zum nächsten Jahr erreichen!"
Not Hope,Sarcasm,"Sag mir Genie, wie ist es, dass ich genau und korrekt darauf hinweisen, dass Sie Ihren Fehler verhandeln, jemanden zu missleiten? Entweder Sie verwenden Sie wieder Wörter, die Sie nicht wissen, was es bedeutet, eine solche unrichtige Aussage zu machen, oder Sie sind nur zu lügen. Also, was ist es penfold, sind Sie ignorant oder sind nur unlaubt wieder? emoticonXConfused"
Not Hope,Sarcasm,"1984, huh? Ich bin sicher, dass das alles noch sehr relevant ist. Eigentlich gibt es eine Menge Diskussion über die Natur von Archaeopteryx. Vieles davon befasst sich mit, ob es fliegen könnte und was es uns anläßt, wie Vögel fliegen kamen - Boden auf oder Bäume unten. Aber was sie alle einig waren, auch damals, war, dass Archaeopteryx eine Übergangsphase ist. Taxonomische Debatten sind nicht wirklich sehr bedeutsam, wirklich. Creationists mögen eine große Sache über die Tatsache machen, dass die meisten Taxonomists und Ornithologen Archaeopteryx als Vogel klassifizieren. Aber wo sonst würde es gehen? Das ist eine Beschränkung des Linnean-Klassifikationssystems - alles ist irgendwo, auch wenn es nicht genau passt. Die einzige Debatte über die Evolution von Archaeoptery"
Hope,Sarcasm,"@MatthewStadlen @sajidjavid Vielen Dank für Ihre tiefgreifenden Gedanken - Ich bin sicher, dass @sajidjavid überglückt ist, dass Sie ihn ganz mögen"
Not Hope,Sarcasm,"also scheinen die Kreationisten unter uns zu sagen, dass es keine Beweise für die Evolution gibt, habe ich Recht? gut, außer den Tatsachen der Fossilien, dna Ähnlichkeiten, Kohlenstoffdatei der Überreste usw. vielleicht haben Sie einen Punkt. aber es scheint mir, dass es ziemlich ein wenig weniger Beweise für die Existenz Gottes gibt... hmm ein Buch von Leuten vor 2000 Jahren geschrieben? gut, das ist definitiv Tatsache, anstatt ein Werk der 'Fiction'. und wie lange vor war die Welt wirklich 'erschaffen', 20 Millionen Jahre oder es ungefährs. was passierte in diesen Jahren zwischen damals und der Zeit Jesu? vielleicht war Gott schlafend. wenn er schläft... hmmmm oder vielleicht, er existiert nicht.... aber dann wieder, dass einfach nicht wahr sein konnte könnte es... emoticonxconfused"
Not Hope,Sarcasm,"Wie JP darauf hingewiesen hat, kanadisch, und Sie sollten glauben, dass ich meine Meinungen ""aus dem Munde"" machen werde. Kinde schwierig in einem Forum wie dieses, denken Sie nicht?"
Not Hope,Sarcasm,"<Flush>Ihr eigene Quelle sagte, es sei eine Klippe eine Meile und eine halbe entfernt, und ich bin der Lügner? Geht es zu finden und springt von ihm ab, du flammende, unkompetente, zerstreute, unlautere Cretin."
Not Hope,Sarcasm,"@GeoffreyBrock6 @RevRichardColes Glauben Sie das wirklich? Ich würde mehr Vertrauen in die riesige Kürbis legen. Warten Sie eine Minute, er ist die riesige Kürbis!"
Hope,Sarcasm,"liebe lisa, ich möchte Ihnen sagen, dass Sie heiß sind. heiß wie in jedem möglichen Weg. in der Tat, Sie sollten einige peyote essen, während Sie tanzen die tarantella. die Art, wie Sie riechen wie eine Göttin in der Hitze macht mich wollen, um Sie zu e-mailen und fragen Sie, ob Sie diesen Vorschlag betrachten würden: wenn Sie den oberen Knopf entfernen würde ich genug Nerven haben, um meinen großen Fuß nach unten, zeigen Sie den massiven Wart. mögen Sie Warts? ich hoffe, so. gibt es diese Sehnsucht"
Hope,Sarcasm,"Ich habe keinen Kommentar. Ich mag nur diesen Teil lesen. Ich wünsche mir, dass Jyohsu es immer wieder lesen würde, bis er es versteht. Ich wünsche mir auch, dass ich die Lotterie gewinnen würde."
Hope,Sarcasm,"Vielen Dank. Da Peddler die Sache klar im Detail studiert hat, möchte er vielleicht diese Dissertation (ich bin auch Carp auf Latein ;)) für uns detaillieren?"
Not Hope,Sarcasm,"Also AIDS ist die Schuld der ""Gays""?emoticonXRolleyes lol es ist eine lange Zeit, JP."
Not Hope,Sarcasm,"Ich denke, das Gerichtsbeschluss in Nunn gegen den Staat Georgien hat die beste Zusammenfassung dieses Rechts gemacht!"" Ja, alle Liberalen lieben abgedrehte Gerichtsfälle, die nie das Licht durch den Beschwerdeverfahren sah. Ich denke, Ohio und es ist Verfassung schließlich überwunden und jetzt tragen sie offen oder verborgen.Sie waren nicht auf, dass Cessna waren Sie?"
Not Hope,Sarcasm,"du kannst nicht 'drop', was du nie hattest an erster Stelle. er war nie ein 'gay pride' Person. er ist ein gossip-Kolumnist, der zufällig gay ist. er benutzt seine 'gay' Sache wie ein prop, wie einige Politiker verwenden 'christianity' als Werkzeug für Stimmen und Aufmerksamkeit. ich bin nicht überrascht, du kannst den Unterschied nicht sagen... emoticonxrolleyes"
Not Hope,Sarcasm,"Warum wollen die Menschen nicht zuzugeben, dass es war Bush 'unvernünftige Ausgaben für einen Krieg, dass wir nicht brauchen , die Steuersenkungen für die reichsten 2 % von Amerika , Die Tatsache, dass unter Bush sie mussten Platz auf der Schuldenuhr ADD , nicht zu erwähnen, dass er so dumm wie ein Fels war , aber sie können alle diese Schuld auf Obama, der diese Schmutz erbte und hat mehr getan, um uns aus ihr heraus zu bekommen, als Bush oder jeder Republikaner hätte getan haben . Arbeitslosigkeit ist hoch , wir wissen dies , aber es war auf dem Weg, wenn Obama übernahm, weil unter Bush mehr Unternehmen dieses Land verlassen , mehr Geschäfte geschlossen , die Banken durften tun, was sie wollten, ohne Regulierung jeglicher Art , und doch nichts davon ist seine Schuld ?.."
Not Hope,Sarcasm,Als Science-Fiction-Fan gibt es immer die Düngemittellösung. Das würde auch die Abhängigkeit von Öl reduzieren.
Not Hope,Sarcasm,"Ich bin nicht groß an der Abtreibungsfrage, aber sagst du, dass jeder, der mit dir nicht einverstanden ist, sexistisch und arrogant ist? Das ist eine Taktik aus dem linken Spielbuch. Klar, du bist derjenige, der arrogant ist, wenn du diese Arten von unbegründeten Generalisierungen deiner Gegner machen kannst. Ist es nicht du, der immer Konservativen vorstellt, intolerant gegenüber Menschen zu sein, die anders denken als sie? Nun, das ist Ironie!"
Not Hope,Sarcasm,"oh auch, mein Song mit meinem Mittelschule-Freund war 143 von Bobby Brackins!! ich wirklich peaked geez"
Not Hope,Sarcasm,"Kurz, aber sinnlos. Dies ist der dritte Beitrag in einer Reihe, wo Sie völlig und völlig versäumt haben, einen Inhalt von dem zu besprechen, was Sie von mir zitiert haben. Schauen wir, ob wir es FOUR machen können!"
Not Hope,Sarcasm,"Es spielt also keine Rolle, dass jemand in seinen vierzigsten Jahren an Hunger und Kälte stirbt, weil er ohne Wohnung und Geld ist, während ein anderer in Luxus lebt mit der besten Nahrung und Medikamenten bis in seine 80er Jahre: sie sind beide gleich? Auf welchem Planeten leben Sie, denn es ist sicher nicht die echte Welt..."
Not Hope,Sarcasm,"Ich dachte nie, dass ich das sagen würde, aber ich bin zu einer der Leute geworden, die Bonity Bars mögen."
Not Hope,Sarcasm,"Ich denke, wenn Sie irgendeine Aufmerksamkeit schenken, werden Sie nur hetero Charaktere in Dr. Seuss finden. Ich bin sicher, wenn es irgendeinen Vorschlag von gay Whos für Horton zu hören, die rechten, anti-gay, pseudo-christischen (spezifisch genug für Sie?) würden versuchen, Seuss zu verbieten, auch."
Not Hope,Sarcasm,"Studien von 1955, 1961, 1964? Ich glaube, dass seit diesen Jahren viel passiert ist."
Not Hope,Sarcasm,"Ich denke, wir sehen einen Kulturkrieg. Es scheint kaum ein fairer Kampf, da nur eine Seite einen hat.:p"
Not Hope,Sarcasm,"Nun, ich denke, du hast etwas da. . . . . .kann't den Wagen vor den Schlauch legen!!"
Not Hope,Sarcasm,"Kein einziges lynx Afrika für den Weihnachtstag in diesem Jahr bekommen, schockiert und verärgert. #RuinedChristmas"
Not Hope,Sarcasm,"Wer braucht einen Körper für ein menschliches Opfer? Versuchen Sie, eine gültige Entschuldigung zu finden, um heute nicht zu arbeiten."
Not Hope,Sarcasm,"Das ""pro aufgenommenen Photon"" ist die Belohnung. Ich hätte ihnen sagen wollen, ""haben Sie nicht gemeint, dass es Energie ist, da die Energie, die es absorbierte, die Energie des Photons war?"" Dann würden sie sagen, du verrückter Chemiker, weißt du nicht die moderne Physik? emoticonXClown So lassen Sie mich C&P einige Posts aus dem Thread in einem anderen Forum, und vielleicht wird es erklären. Aber dieses Board erlaubt nicht [tex][/tex] Tags, Gleichungen und griechische Buchstaben richtig darzustellen, so dass es nicht so schön funktionieren könnte.++++++++++++++++++++++++++ +++++++"
Not Hope,Sarcasm,"Sie haben jemals jene Plympton-Cartoons gesehen? wo jemandes Kopf wie ein Ballon aufblast, und ihre Augen herausspringen, und dann fällt ihr Kopf auf sich selbst, bis es wie ein verbranntes Matchstick aussieht? das ist, was Ihr Beitrag mir gerade tat. es war eine faszinierende geistige Erfahrung; so danke für das, sowieso."
Not Hope,Sarcasm,"Ich sage dir was, bewegen Sie 100 Lichtjahre von der Erde, jetzt schauen Sie es mit einem Teleskop. sehen Sie etwas von Menschen gemacht, Computer zum Beispiel? menschliche Körper? ok jetzt kommen Sie zurück auf die Erde und schauen Sie an, wo Sie waren. sehen Sie irgendwelche Körper, Computer, jedes Leben? gut tun Sie?"
Not Hope,Sarcasm,"also würdest du Barmherzigkeit für Kinder molester, Folterer, Massenmörder, Hitler, etc. bitten? wow. (die Ironie mit deiner Aussage ist, dass christliche Lehre genau das ist, was du sagen würdest, dass du bitten würdest. eine Person kann das schlimmste menschliche Wesen sein, das man sich vorstellen kann, und wenn sie Christus auf ihrem Totenbett annehmen, gehen sie in den Himmel.)"
Not Hope,Sarcasm,"Mann, was haben Sie sniffing? eine Überdosis auf Prozac vielleicht? haben Sie jemals von religiöser Freiheit gehört? Dies sind nicht die Kreuzzüge. Wer waren diejenigen, die Flugzeuge in die Zwillingstürme fliegen? Wer war es, der den Menschen, Frauen.Kinder verbrannt zu töten, oder fjump zu ihrem Tod verursacht hat? Wer ist verantwortlich für den nyc Feuerwehrmann, der in den Spiegel schaut und weint für seine gefallenen Kameraden? wie wagst du!"
Not Hope,Sarcasm,"Sie würden Osama nicht feiern, dass aus dem Bild? Vielleicht nicht eine Party, aber nicht einmal ein einfaches ""yippee!""? Ja, richtig. Was für eine Last."
Not Hope,Sarcasm,"Uhhhh, ich habe gerade gesagt, dass ich Richter bin! Also, wovon redet ihr in der Hölle? Ihr seid nicht gut. Ich habe mich nicht darum bemüht, Ihre Punkte über Sklaverei zu adressieren, weil es keinen Sinn gibt. Ich stimme mit Ihren Forderungen nicht überein, wie ich vermute, die meisten Historiker würden. Aber es überrascht mich nicht, dass Christen versuchen würden, zu behaupten, dass sie die Sklaverei beendet haben, da sie auch versuchen, falsch zu behaupten, dass sie das Land gegründet haben."
Not Hope,Sarcasm,"Ich liebe es, wenn gerade Homophoben uns sagen, was es ist, homosexuell zu sein. Ich bin eine Frau, vielleicht sollte ich allen Männern sagen, dass es wirklich nicht verletzt wird, wenn sie in die Kugeln geschlagen werden. emoticonxrolleyes"
Not Hope,Sarcasm,"Also, wenn ich ausgehen und ein Brand X Auto kaufen und dann es ein Jahr später bedauern, bedeutet das, dass niemand darf ausgehen und ein Brand X Auto kaufen? Habe ich Recht, eine Meinung zu haben und es mit anderen teilen ... sicher. Jedoch könnten andere ein Brand X Auto kaufen und niemals bedauern ... absolut. Sollte meine negative Erfahrung verwendet werden, um andere daran zu hindern, in etwas einzugreifen, das sie positiv betrachten könnten? Klingt kinda fascistisch für mich."
Not Hope,Sarcasm,Mit meinen kürzlich erworbenen Video-Editing-Fähigkeiten auf mich selbst für eine Veränderung. Eine mündliche #presentation assignment on #healtheconomics ist so viel Spaß wie es klingt https://t.co/1LKHVyupie
Not Hope,Sarcasm,"Sie wissen, Sie und Saddam haben vielleicht mehr gemeinsam, als Sie vielleicht gedacht haben. Aber wirklich, ich denke, dass sie vielleicht auf etwas mit dem Sharia-Recht. Wenn Sie stehlen, sie schneiden Ihre Hand. Pretty good deterent. Wenn Sie Drogen tun, sie töten Sie. Wenn Sie Ehebruch begehen, sie steinigen Sie zum Tode. Aber Saddam dachte, dass das Sharia-Recht zu hart war, um in der allgemeinen Praxis verwendet werden."
Not Hope,Sarcasm,"Nun, eigentlich habe ich nicht gesehen, dass Ihr Standpunkt irgendwo anders als auf diesen Foren ausgedrückt wird. Es scheint mir, wenn seine Aufstieg auf die Aufstiegsstufe zumindest Einer Wissenschaftler irgendwo kürzlich zumindest erwähnt hätte. Schnelle Suche offenbart keine Erwähnungen überhaupt. Natürlich, wenn Sie sagen, dass seine verdrängenden NDS dann denke ich, ich werde zustimmen müssen - Sie sind ein bekannter Biologe und alles, aber ich bleibe vielleicht ein wenig irrational skeptisch."
Not Hope,Sarcasm,"Willkommen in creationistland, wo chemische Reaktionen nicht erklärt oder vorhergesagt werden können, es sei denn, wir kennen die Herkunft der beteiligten Atome. überprüfen diese Leute die Etiketten aller ihrer Lebensmittel, bevor sie essen, damit die Früchte aus Bulgarien tatsächlich einen Einfluss auf ihre Körper haben? muss ein Problem sein, in einem Restaurant zu essen. 'Excuse me, sir, but can you tell me where this chicken was raised? if you don't tell me, then I won't get any protein from it.'"
Not Hope,Sarcasm,"Hier ist eine Tatsache, die Sie nicht mögen müssen: New York legalisiert gleiche Geschlechtsverheiratungen. Awww...ist seine Zauberei feewings huwt? Gut. Es ist an der Zeit, dass Sie auf die Realität wachen, dass Sie in einer immer schrumpfenden Mehrheit sind, und mögen Sie es oder nicht ... Demokratie wurde serviert. GO NY!!!"
Not Hope,Sarcasm,"Nur verlegte mein fickiges Knie wieder, während ich draußen auf einem Spaziergang FAB"
Not Hope,Sarcasm,"dass ich nicht zur Arbeit kam, ist eigentlich eine feministische Bewegung"
Hope,Sarcasm,"Ich freue mich wirklich darauf, meine Freunde und Familie nicht durch Wahl zu fassen, anstatt durch das Gesetz."
Hope,Sarcasm,"LOL. Glücklich, dass er nicht auf eine Müllstapel kam, während er uns modisierte."
Not Hope,Sarcasm,"Ihr Gott sieht keine Stufe der Sünden. Rasieren Sie Ihre Bart, Baby-Vergewaltigung, etc, sind alle strafbar durch den Tod. Das heißt, es sei denn, Sie bereuen. emoticonXBanghead"
Not Hope,Sarcasm,"schau. es reagierte wieder. ich schwöre, es wird einfach lustiger. schau, wie weit er es geschafft hat, sich selbst zu täuschen: ' Sie sind pissed auf mich, weil Sie einfach die unbestreitbare Wahrheit zu sprechen. macht die Wahrheit normalerweise pissiert Sie? ' lol. Ich bin nicht überrascht, dass ein Skinhead und potenzielles kkk Mitglied denkt, dass seine Perspektive absolut ist, während jeder andere ist unterlegen."
